nikkud,transliteration,word
אַחְלָמָה,akhlama,אחלמה
אַחְרָה,akhra,אחרה
אַחֲרוֹן,akharon,אחרון
אַחֲרוֹן אַחֲרוֹן חָבִיב,akharon akharon khaviv,אחרון אחרון חביב
אַחְרָיוּת (וגם: אַחֲרָיוּת),"akharayut, akhrayut",אחריות
אַחְרָיוּתִיּוּת,akhrayutiyut,אחריותיות
אַחֲרִית,akharit,אחרית
אַחֶרִית דַבָר,akharit davar,אחרית דבר
אַחְרַת הַגּוּף,akhrat haguf,אחרת הגוף
אֲחַשְׁדַּרְפָּן,akhashdarpan,אחשדרפן
אֲחַשְׁוֵרוֹשׁ,akashverosh,אחשורוש
אַחַת,akhat,אחת
אַט,at,אט
אֵט,Et,אט
אֶטֶב,etev,אטב
אָטָד,atad,אטד
אָטָוִיזְם,atavizm,אטויזם
אָטוֹל,atol,אטול
אָטוּם,atum,אטום
אָטוֹם,atom,אטום
אֵטוּן,etun,אטון
אֶטְיוֹלוֹגְיָה,etyologya,אטיולוגיה
אֵטִימוֹלוֹגְיָה,etimologya,אטימולוגיה
אִטְלוּלִית,itlulit,אטלולית
אִטְלִיז,itliz,אטליז
אַטְלָס,atlas,אטלס
אֹטֶם מְסִלָּה,,אטם מסלה
אַטְמוֹסְפֶרָה,atmosferah,אטמוספרה
אִטֵּר,eter,אטר
אִטְרִיָּה,,אטריה
אֵי,ey,אי
אִי {{משני|ב}},i,אי
אִי {{משני|א}},i,אי
אִי זוּגִי,i' zugi,אי זוגי
אִי כְּשִׁירוּת לְשַׁיִט,i kshirut leshayit,אי כשירות לשיט
אֵיאוֹקֵן,,איאוקן
אֵיבָה,eyva,איבה
אִיבּוֹגָאִין,ibogain,איבוגאין
אֵיבָר,evar,איבר
אֵיבָר מִין,evar min,איבר מין
אֵיבָר רְבִיָּה,evar reviya,איבר רביה
אִיגָיוֹן,igayon,איגיון
אַיְגִיר,aigir,איגיר
אִיגְנוֹסְטִיוּת,ignostiyut,איגנוסטיות
אִיגְנוֹסְטִיצִיזְם,ignostitsizem,איגנוסטיציזם
איגתאיזם,,איגתאיזם
אִידֵאָה,idea,אידאה
אִידֵאוֹגְרָפִי,ideografi,אידאוגרפי
אִידֵאוֹגְרָפְיָה,ideografyah,אידאוגרפיה
אִידֵאוֹלוֹגְיָה,ideologya,אידאולוגיה
אִידֵאָל,ideal,אידאל
אִידְיוֹט,idyot,אידיוט
אִידְיוֹלֶקְט,idiolekt,אידיולקט
אִידִילְיָה,idilya,אידיליה
אִידָךְ,idakh,אידך
אִידָן,idan,אידן
אַיָּה,aya,איה
אַיֵּה,aye,איה
אִיּוּם,iyum,איום
אֵיזֶה,"eize (אפשר מילרע ואפשר מילעל),eze",איזה
אִיזוֹבָּר,izobar,איזובר
אִיזוֹבָּרה,izobara,איזוברה
אִיזוֹטוֹפּ,izotop,איזוטופ
אִיזוֹטוֹפּוֹלוֹג,izotopolog,איזוטופולוג
אִיזוֹטְרוֹפִּי,,איזוטרופי
אִיזוֹטְרוֹפִּיּוּת,,איזוטרופיות
אִיזוֹטֶרִי,izoteri,איזוטרי
אִיזוֹכוֹרָה,izokhora,איזוכורה
אִיזוֹמֵר (גם אִיזוֹמֶר){{הערת שוליים|לעיתים רחוקות גם אִיסוֹמֶר}},izomar,איזומר
אִיזוֹסְטַסְיָה,izostasyah,איזוסטסיה
אִיזוֹפְּרוֹפָּנוֹל,izopropanol,איזופרופנול
אִיזוֹתֶרְמָה (גם: אִיזוֹתֶרְם),izoterma,איזותרמה
איחוד פרסונלי,,איחוד פרסונלי
אִיטַלְיָה,italya,איטליה
אִיטַלְקִי,italki,איטלקי
אִיטַלְקִית,italkit,איטלקית
אִיטֶרְבְּיוּם,itrbium,איטרביום
אִיטֶרָטוֹר,iterator,איטרטור
אִיטְרְיוּם,itterium,איטריום
אִיטֶרַצְיָה,iteratsya,איטרציה
אִיֵּי הַיָּם,iyei hayam,איי הים
אֵיךְ,ekh,איך
אֵיכָה,eycha,איכה
אֵיכוּת,eikhut,איכות
"אִיכְס, אִכְסָא",ikhs,איכס
אִיכְתִיאוֹרְנִיס,ikhtiornis,איכתיאורניס
אִיכְתְיוֹזָאוּרוּס,ikhtiozaurus,איכתיוזאורוס
אִיכְתְּיוֹלוֹגְיָה,ikhtyologya,איכתיולוגיה
אַיָּל,ayal,איל
אַיִל,ayil,איל
אֱיָל,eyal,איל
אַיָּלָה שְׁלוּחָה,ayala shlukha,אילה שלוחה
אִילוּזִיה,iluzia,אילוזיה
אַיְלוֹנִית,ailonit,אילונית
אִילָן,ilan,אילן
אִילַן יוּחֲסִין,ilan yokhasin,אילן יוחסין
אִילָנִית,ilanit,אילנית
אֵילַת,"eylat,elat",אילת
אַיֶּלֶת הַשַּׁחַר,ayelet hashakhar,אילת השחר
אָיֹם,ayom,אים
אִימְבָּצִיל,imbatsil,אימבציל
אימג'יזם,,אימג'יזם
אֵימָה,"eyma, ema",אימה
אִימוֹגִ'י,imoji,אימוג'י
אִימוּנוֹבְּלוֹט,imunoblot,אימונובלוט
אימונוהיסטוכימיה,,אימונוהיסטוכימיה
אִימוּנוֹלוֹגְיָה,imunologya,אימונולוגיה
אימננטיות,,אימננטיות
אִימְפֵּדַנְס,,אימפדנס
אִימְפּוּלְסִיבִי,,אימפולסיבי
אִימְפּוּלְסִיבִיּוּת,,אימפולסיביות
אִימְפְּלִיקָטוּרָה,implicaturah,אימפליקטורה
אִימְפַּסְטוֹ,impasto,אימפסטו
אִימְפֶּרְיָאלִיזְם,imperyalizem,אימפריאליזם
אִימְפֶּרְיָה,,אימפריה
אֵימָתַי,eymatay,אימתי
אַיִן (גם: אֵין),"ayin, en",אין
אַיִן,ayin,אין
אֵין אָדָם חוֹטֵא וְלֹא לוֹ,,אין אדם חוטא ולא לו
אֵין אָדָם יוֹצֵא מִן הָעוֹלָם וַחֲצִי תַּאֲוָתוֹ בְּיָדוֹ,ein adam yotse min haolam vekhatsi ta'avato beyado,אין אדם יוצא מן העולם וחצי תאותו בידו
אֵין אוֹנוּת,en onut,אין אונות
אֵין בְּעַד מַה,ein bead ma,אין בעד מה
אֵין דִּין וְאֵין דַּיָּן,ein din ve'ein dayan,אין דין ואין דין
אֵין הַבְּרָכָה מְצוּיָה אֶלָּא בְדָבָר הַסָּמוּי מִן הָעַיִן,,אין הברכה שורה אלא בדבר הסמוי מן העין
אִין וִיווֹ,in vivo,אין ויוו
אִין וִיטְרוֹ,in vitro,אין ויטרו
אֵין לוֹ שַׁחַר,ein lo shakhar,אין לו שחר
אֵין מַצָּב,ein matsav,אין מצב
אִין סִיטוּ,in situ,אין סיטו
אֵין עַל מַה,ein al ma,אין על מה
אֵין פֶּרֶץ וְאֵין צְוָחָה,,אין פרץ ואין צוחה
אֵין תּוֹכוֹ כְּבָרוֹ,ein tocho kevaro,אין תוכו כברו
אִינְגְּלוּז,ingluz,אינגלוז
אִינְדוּזִי,,אינדוזי
אִינְדּוּלְגֶּנְצְיָה,indulgentsya,אינדולגנציה
אִינְדּוֹקְטְרִינַצְיָה,indoktrinatsya,אינדוקטרינציה
אִינְדּוּקְצְיָה,induktziya,אינדוקציה
אִינְדֶּטֶרְמִינִיזְם,,אינדטרמיניזם
אִינְדִּיגוֹ,,אינדיגו
אִינְדְּיוּם,indium,אינדיום
אִינְדְיָמֶן,indyamen,אינדימן
אִינְדְיָמֶן מִזְרָחִי,indyamen mizrakhi,אינדימן מזרחי
אִינְדְיָמֶן מַעֲרָבִי,indyamen ma'aravi,אינדימן מערבי
אִינְדִּיקָטוֹר,,אינדיקטור
אִינְהִיבִּיצְיָה,inhivitsya,אינהיביציה
אִינְהֶרֶנְטִי,inherenti,אינהרנטי
אִינְוָלִיד,,אינוליד
אִינוּלִין,inulin,אינולין
אִינְוֶרְסְיָה,inversya,אינורסיה
אִינְוֶרְסְיַּת קַרְקַע,inversyat karka,אינורסית קרקע
אִינְטֶגְרָל,integral,אינטגרל
אִינְטֶגְרָל כָּפוּל,integral kaful,אינטגרל כפול
אִינְטֶגְרָל קַוִּי,,אינטגרל קוי
אִינְטֶגְרָלִי,integrali,אינטגרלי
אִינְטֶגְרַצְיָה,integratsya,אינטגרציה
אִינְטוּאִיצְיָה,intuitsia,אינטואיציה
אִינְטוּאִיצְיוֹנִיזְם,intuitsyonizm,אינטואיציוניזם
אִינְטוֹנָצְיָה,intonatsya,אינטונציה
אִינְטֶלִיגֶנְצְיָה,inteligentsya,אינטליגנציה
אִינְטֶלִיגֶנְצְיָה מְלָאכוּתִית,inteligentsya melakhotit,אינטליגנציה מלאכותית
אִינְטֶלִיגֶנְצְיָה נוֹזְלִית,inteligentsya nozlit,אינטליגנציה נוזלית
אִינְטֶלֶקְטוּאָל,intelektual,אינטלקטואל
אִינְטֶלֶקְטוּאָלִיזַצְיָה,,אינטלקטואליזציה
אִינְטֶרְאַקְטִיבִי,interaktivi,אינטראקטיבי
אִינְטֶרְאַקְצְיָה,interaktsya,אינטראקציה
אִינְטֶרְדִּיסְצִיפְּלִינָרִי,interdistsiplinari,אינטרדיסציפלינרי
אִינְטֶרְדִיסְצִיפְּלִינָרִיוּת,interdistsipli''na''riyut,אינטרדיסציפלינריות
אִינְטְרוֹבֶרְט,introvert,אינטרוברט
אִינְטְרוֹבֶרְטִי,introverti,אינטרוברטי
אִינְטְרוֹבֶרְסְיָה,introversia,אינטרוברסיה
אִינְטְרוֹן,intron,אינטרון
אִינְטֶרְטֶקְסְטוּאָלִי,,אינטרטקסטואלי
אִינְטֶרְטֶקְסְטוּאָלִיּוּת,,אינטרטקסטואליות
אִינְטֶרְלֵוּקִין,interleukin,אינטרלוקין
אִינְטֶרְנֶט,internet,אינטרנט
אִינְטֶרְנַצְיוֹנָל,/ǐnternat͡sjonâl/,אינטרנציונל
אִינְטֶרְנַצְיוֹנָלִיזְם,internatsionalizm,אינטרנציונליזם
אִינְטֶרֶס,,אינטרס
אִינְטֶרֶסַנְט,interesant,אינטרסנט
אִינְטֶרְסֶקְס,interseks,אינטרסקס
אִינְטֶרְפּוֹלַצְיָה,interpolatsya,אינטרפולציה
אִינְטֶרְפּוּץ,interputs,אינטרפוץ
אִינְטֶרְפָזָה,interfaza,אינטרפזה
אִינְטֶרְפֶרוֹמֶטֶר,interferometer,אינטרפרומטר
אִינְטֶרְפֶרוֹמֶטְרִיָה,interfero''metria,אינטרפרומטריה
אִינְטֶרְפְּרֶטַצְיָה,,אינטרפרטציה
אִינְטֶרְקוֹם,interkum,אינטרקום
אִינְסוּלִין,,אינסולין
אִינְסוֹמְנִיָּה,insomniya,אינסומניה
אֵינְסוֹף,einsof,אינסוף
אִינְסְטִינְקְט,instinkt,אינסטינקט
אִינְסְטֶלָטוֹר,instelator,אינסטלטור
אִינְסְטְרוּמֶנְטָלִי,,אינסטרומנטלי
אִינְסִינוּאַצְיָה,,אינסינואציה
אִינְסְפִּירַצְיָה,,אינספירציה
אִינְסְפֶּקְטוֹר,,אינספקטור
אִינְפוֹרְמַצְיָה,,אינפורמציה
אִינְפִינִיטֶסִימָל,infinitesimal,אינפיניטסימל
אִינְפְלַצְיָה,,אינפלציה
אִינְפַנְטִילִי,infantili,אינפנטילי
אִינְץ',inch,אינץ'
אִינְצִ'י,inchi,אינצ'י
אִינְצִידֶנְט,,אינצידנט
אִינְקוּבָּטוֹר,,אינקובטור
אִינְקוֹגְנִיטוֹ,incognito,אינקוגניטו
אִינְקְוִיזִיצְיָה,,אינקויזיציה
אִינְקְרֶמֶנְטָלִי,inkrementali,אינקרמנטלי
אִינֶרְטִי,inerti,אינרטי
אַיְנְשְׁטַיְנְיוּם,insthan''úm,אינשטיניום
אֵיסֶה בְּסֵיסֶה,"eise
beseise",איסה בסיסה
אִיסָּר,isar,איסר
אֵיפֹה,"efo, מלרע",איפה
אֵיפָה,efa,איפה
אִיפְּכָא מִסְתַּבְּרָא,ipkha mistabra,איפכא מסתברא
אִיפְּסוֹ פַקְטוֹ,ipso fakto,איפסו פקטו
אַיקוֹן,aykon,איקון
אִיקוֹנוֹגְרַפְיָה,,איקונוגרפיה
אִיקוֹנוֹדוּלִיסְט,ikonodulist,איקונודוליסט
אִיקוֹנוֹפִיל,ikonofil,איקונופיל
אִיקוֹנוֹקְלַזְם,ikonoklazm,איקונוקלזם
אִיקוֹנִין,ikonin,איקונין
איקוסידודקהדרון,,איקוסידודקהדרון
איקוסיטטרהדרון,,איקוסיטטרהדרון
אִיקְס מִיקְס דְּרִיקְס,iks miks driks,איקס מיקס דריקס
אֵיקַרְיוֹטִ,ekaryot,איקריוט
אֵיקַרְיוֹטִי,ekaryoti,איקריוטי
אֵיקְרִיפְטִיט,ekriptit,איקריפטיט
אִיָּר,iyar,איר
אִירֶדֶנְטָה,iredenta,אירדנטה
אֵירוֹאָמֵרִיקָה,eiroamerikah,אירואמריקה
אֵירוֹאַסְיָה,eiroasyah,אירואסיה
אירואפרסיה,,אירואפרסיה
אֵירוֹבִּי,aerobi,אירובי
אירוג'ל,,אירוג'ל
אִירוֹנְיָה,ironya,אירוניה
אִירוּס,irus,אירוס
אֵירוֹפָּה,eropa,אירופה
אֵירוֹפְּיוּם,europium,אירופיום
אִירִידְיוּם,iridium,אירידיום
אֵירִיטוֹפִּי,eiritopi,איריטופי
אִירִית {{משני|א}},irit,אירית
אִירִית {{משני|ב}},irit,אירית
אֵירְלֶס,eirles,אירלס
אִישׁ,ish,איש
אִישׁ אִישׁ,ish ish,איש איש
אִישׁ אַשְׁכּוֹלות,ish ashkolot,איש אשכולות
אִישׁ חַרְטוֹם,ish khartom,איש חרטום
אִיש חֶרְמוֹ,ish khermo,איש חרמו
אִישׁ יָם,ish yam,איש ים
אִישׁ לְאֹהֲלֹו,ish leohalo,איש לאהלו
אִישׁ לַפִּידוֹת,ish lapidot,איש לפידות
אִישׁ צְפַרְדֵּעַ,ish tsefardeah,איש צפרדע
אִישׁ שֶׁלֶג,ish sheleg,איש שלג
אִישׁוֹן,,אישון
אִישִׁיּוּת,ishiyut,אישיות
אִיתוּת דְּגָלִים,itut dgalim,איתות דגלים
אֵיתָן,eytan,איתן
אֵיתָנוּת,eitanut,איתנות
אַכַּדִּית,akadit,אכדית
אַכְזָב,akhzav,אכזב
אַכְזָבָה,akhzava,אכזבה
אַכְזָר,akhzar,אכזר
אַכְזָרִי,akhzari,אכזרי
אַכְזָרִיּוּת,akhzariyut,אכזריות
אָכִיל,akhil,אכיל
אֲכִילָה,akhila,אכילה
אֲכִילָה גַּסָּה,ekhila gasa,אכילה גסה
אֹכֶל,ohel,אכל
אָכַל קֻרְצָה,akhal kurtza,אכל קרצה
אָכְלָה,okhla,אכלה
אֻכְלוּסִיָּה,ukhlusiya,אכלוסיה
אֻכְלוּסִין,ukhlusin,אכלוסין
אֻכָּם מִדְבָּרִי,,אכם מדברי
אֻכְמָנִית,ukhmanit,אכמנית
אַכְסַדְרָה,akhsadra,אכסדרה
אַכְסַנְיָה,akhsanya,אכסניה
אַכְסַנְיַת נֹעַר,,אכסנית נער
אֶכֶף,ekhef,אכף
אֻכָּף,ukaf,אכף
אִכְפַּת,ichpat,אכפת
אִכָּר,ikar,אכר
אֶל,el,אל
אַל,al,אל
אֵל,el,אל
אל אווירוני,,אל אווירני
אֶל נִינְיוֹ,el ninyo,אל ניניו
אֶל נָכוֹן,,אל נכון
אֶל סַלְבָדוֹר,,אל סלבדור
אַלְבּוֹם,albom,אלבום
אַלְבּוֹם זָהָב,al'bom zahav,אלבום זהב
אַלְבּוֹם מוּזִיקָה,albom muzika,אלבום מוזיקה
אַלְבַּנְיָה,albanya,אלבניה
אֶלְגָּבִישׁ,elgavish,אלגביש
אַלְגֶּבְּרָה הוֹמוֹלוֹגִית,,אלגברה הומולוגית
אִלְגּוּן,,אלגון
אַלְגּוֹרִיתְם,algoritm,אלגוריתם
אַלְגּוֹרִיתְם פוֹנֶטִי,,אלגוריתם פונטי
אֶלֵגְּיָה,,אלגיה
אֶלֶגַנְטִי,,אלגנטי
אַלְדֶהִיד,,אלדהיד
אֵלֶּה,ele,אלה
אַלָּה,ala,אלה
אָלָה,ala,אלה
אֵלָה,ela,אלה
אַלְהוֹרוּת,alhorut,אלהורות
אֱלֹהִי,elohi,אלהי
אֱלֹהִים,elohim,אלהים
אִלּוּחַ,ilu'akh,אלוח
אָלוֹטְרוֹפּ,alotrop,אלוטרופ
אָלוֹטְרוֹפְּיָה,alotropyah,אלוטרופיה
אֱלוּל,elul,אלול
אִלּוּלֵא (גם אִלּוּלֵי),ilule,אלולא
אָלוּמִינְיוּם,aluminyum,אלומיניום
אַלּוֹן (גם: אֵלוֹן),alon,אלון
אֲלוּנְטִית,aluntit,אלונטית
אָלוֹסְטֶרְיָה,alosterya,אלוסטריה
אַלּוּף,aluf,אלוף
אַלּוּף נְעוּרִים,aluf ne'urim,אלוף נעורים
אִלְחוּשׁ,ilkhush,אלחוש
אַלְטָאִיר,,אלטאיר
אַלְטוֹקוּמוּלוּס,altocumulus,אלטוקומולוס
אַלְטֶער בָּחוּר,alter bokher,אלטער בחור
אַלְטְרוּאִיזְם,altruizm,אלטרואיזם
אַלְטֶרְנָטִיבָה,alternativa,אלטרנטיבה
אַלִּיבָּא (דְּ־),aliba,אליבא
אַלִּיבָּא דְּכֻלֵּי עָלְמָא,aliba dkhuli alma,אליבא דכלי עלמא
אַלִּיבָּא רֵיקָנָא,aliba reikana,אליבא ריקנא
אָלִיבִּי,alibi,אליבי
אָלִיגָטוֹר,aligator,אליגטור
אַלְיָה,alya,אליה
אֶלִיטִיזְם,elitizm,אליטיזם
אָלִיטֶרַצְיָה,aliteratsya,אליטרציה
אלייזה,,אלייזה
אַלִּים,alim,אלים
אַלִּימוּת,alimut,אלימות
אַלִּימוּת מִינִית,alimut minit,אלימות מינית
אֶלִימִינַצְיָה,eliminatsya,אלימינציה
אֶלִיפְּטִי,elipti,אליפטי
אֵלִיפְּטִיקָל,eliptikal,אליפטיקל
אֵלִיפְּסָה,ellipsa,אליפסה
אֶלִיפְּסוֹאִיד,elipsoaid,אליפסואיד
אֵלִיקְסִיר,eliksir,אליקסיר
אַלְכּוֹהוֹל,alkohol,אלכוהול
אַלְכּוֹהוֹלִיזְם,alkoholizem,אלכוהוליזם
אַלְכּוֹהוֹלִיסְט,alkoholist,אלכוהוליסט
אַלְכִימַאי,alkhimai,אלכימאי
אַלְכִימְיָה,,אלכימיה
אֲלַכְסוֹן,alakhson,אלכסון
אַלֵלוֹכִימִיקָל,alelokhimikal,אללוכימיקל
אָלֶלוֹפַּתְיָה,alelopatya,אללופתיה
אֵלֶם,elem,אלם
אִלֵּם {{משני|א}},ilem,אלם
אַלְמֹג או אַלְגּוּם,,אלמג
אֲלֻמָּה,aluma,אלמה
אַלְמוֹנִי,almoni,אלמוני
אִלְמָלֵא,ilmale,אלמלא
אִלְמָלֵי,ilmalei,אלמלי
אַלְמָן,alman,אלמן
אַלְמָנְדִין,almandin,אלמנדין
אַלְמָנָה,almana,אלמנה
אַלְמָנָה שְׁחֹרָה,,אלמנה שחרה
אַלְמָנוּת,almanut,אלמנות
אֶלֶמֶנְטָרִי,elementari,אלמנטרי
אַלְמְנַת קַשׁ,almenat kash,אלמנת קש
אֲלֻנְקָה,alunka,אלנקה
אָלַסְקָה,alaska,אלסקה
אֶלֶף,elef,אלף
"אלף בית (גם: אל""ף בי""ת)",alef bet,אלף בית
אַלְפָא בֵּיתָא,alfa beta,אלפא ביתא
אָלֶפְבֵּית,"alefbeyt,alefbet",אלפבית
אִלְפָּה,ilpah,אלפה
אַלְפִּית,alpit,אלפית
אֻלְפָּן,ulpan,אלפן
